filmLabel,cost,boxOffice,currencyCode,wikiPageID,freebaseMovieID,movieName,movieReleaseDate,movieBoxOfficeRevenue,movieRuntime,movieLanguages,movieCountries,movieGenres
Love Actually,40000000.0,246942017.0,USD,370064.0,/m/020bv3,Love Actually,2003-09-07,246942017.0,136.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}"
Love and Death,3000000.0,20123742.0,USD,917363.0,/m/03pr8r,Love and Death,1975,20123742.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film""}"
Loving Annabelle,900000.0,4200000.0,USD,9673848.0,/m/02pns6f,Loving Annabelle,2006-03-08,4200000.0,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n16"": ""Erotic Drama"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/01j1n2"": ""Coming of age"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}"
"Lucía, Lucía",3207869.97433704,288265.6116338751,USD,2241842.0,/m/06ylpw,"Lucía, Lucía",2003-01-17,269586.0,110.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico"", ""/m/06mkj"": ""Spain"", ""/m/0jgd"": ""Argentina""}","{""/m/01jfsb"": ""Thriller"", ""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"
Léon: The Professional,16000000.0,45284974.0,USD,40672.0,/m/04q5g,Léon: The Professional,1994-09-14,45284974.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}"
Machete Kills,20000000.0,15008161.0,USD,35818946.0,/m/0jwrjs9,Machete Kills,2013-07-31,,,{},{},"{""/m/02kdv5l"": ""Action""}"
Mad Max 2,2869348.976598865,15091441.050819358,USD,262465.0,/m/01mypy,Mad Max 2: The Road Warrior,1981-12-24,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/04228s"": ""Road movie"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia"", ""/m/03k9fj"": ""Adventure""}"
Mad Max Beyond Thunderdome,10000000.0,36230219.0,USD,598868.0,/m/02v1cp,Mad Max Beyond Thunderdome,1985-07-10,36230219.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/02kdv5l"": ""Action""}"
Magic Mike,7000000.0,167282206.0,USD,5920611.0,/m/0h63gl9,Magic Mike,2012-06-24,158905241.0,111.0,"{""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/05p553"": ""Comedy film""}"
Mallrats,6000000.0,2122561.0,USD,236651.0,/m/01jc1h,Mallrats,1995-10-20,2122561.0,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}"
Manhattan Murder Mystery,13500000.0,11300000.0,USD,1228941.0,/m/04k9yp,Manhattan Murder Mystery,1993-08-18,11285588.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/06qm3"": ""Screwball comedy"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0vgkd"": ""Black comedy""}"
Maniac Cop,1100000.0,671382.0,USD,2259649.0,/m/06zyy3,Maniac Cop,1988-05-13,671382.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}"
Mars Attacks!,70000000.0,101371017.0,USD,3565461.0,/m/09lxv9,Mars Attacks!,1996-12-12,101370000.0,106.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Master and Commander: The Far Side of the World,150000000.0,211622535.0,USD,370858.0,/m/020fcn,Master and Commander: The Far Side of the World,2003-11-14,212011111.0,138.0,"{""/m/064_8sq"": ""French Language"", ""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3m_6"": ""Costume Adventure"", ""/m/060__y"": ""Film adaptation"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}"
Meet Joe Black,90000000.0,142000000.0,USD,716738.0,/m/035bcl,Meet Joe Black,1998-11-13,142940100.0,181.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n5y"": ""Heaven-Can-Wait Fantasies"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03rzvv"": ""Romantic fantasy""}"
Meet the Parents,55000000.0,330400000.0,USD,695023.0,/m/033fqh,Meet the Parents,2000-10-06,330444045.0,107.0,"{""/m/064_8sq"": ""French Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language"", ""/m/0c_v2"": ""Thai Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy""}"
Memories of Murder,2800000.0,1166717.0,USD,2746792.0,/m/080jbf,Memories of Murder,2003,,127.0,"{""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}"
Men in Black 3,225000000.0,624026776.0,USD,13049327.0,/m/0661m4p,Men in Black 3,2012-05-14,624026776.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}"
Men in Black II,140000000.0,445135288.0,USD,673599.0,/m/031t2d,Men in Black II,2002-07-03,441818803.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Men with Guns,2500000.0,910773.0,USD,9105282.0,/m/027xt9k,Men with Guns,1997,910773.0,128.0,"{""/m/04h3_d"": ""Tzotzil language"", ""/m/03vsxc"": ""Maya, Yucat\u00e1n Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/05hjc"": ""Nahuatl languages"", ""/m/0ccy2f"": ""Kuna language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/03k9fj"": ""Adventure"", ""/m/0219x_"": ""Indie""}"
Michael Clayton,21500000.0,92991835.0,USD,5968326.0,/m/0fh694,Michael Clayton,2007-08-31,92991835.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/05bh16v"": ""Courtroom Drama""}"
Midnight in Paris,17000000.0,151100000.0,USD,27070440.0,/m/0bs5vty,Midnight in Paris,2011-05-11,151119219.0,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}"
Millennium Actress,1200000.0,262891.0,USD,829780.0,/m/04j2hj2,Millennium Actress,2002,,87.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0jxy"": ""Anime"", ""/m/07s9rl0"": ""Drama"", ""/m/0hcr"": ""Animation""}"
Mindhunters,27000000.0,21148829.0,USD,1083768.0,/m/044kx3,Mindhunters,2004-03-19,21148829.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01585b"": ""Slasher"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0j5nm"": ""Whodunit""}"
MirrorMask,4000000.0,973613.0,USD,550486.0,/m/02p2tk,MirrorMask,2005,866999.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}"
Mishima: A Life in Four Chapters,5000000.0,569996.0,USD,1068884.0,/m/0436y5,Mishima: A Life in Four Chapters,1985,,120.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/017fp"": ""Biography"", ""/m/02js9"": ""Erotica"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film""}"
Mission: Impossible 2,125000000.0,546388108.0,USD,451866.0,/m/02b61v,Mission: Impossible II,2000-05-24,546388200.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"
Mission: Impossible III,150000000.0,398479497.0,USD,2021700.0,/m/06fqlk,Mission: Impossible III,2006-04-24,397850012.0,125.0,"{""/m/01wgr"": ""Czech Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d05w3"": ""China"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/0bkbm"": ""Spy""}"
Mission: Impossible – Ghost Protocol,145000000.0,694713380.0,USD,17298593.0,/m/0dgqlnx,Mission: Impossible – Ghost Protocol,2011-12-14,694713380.0,132.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"
Mixed Kebab,1300000.0,96217.0,USD,36035404.0,/m/0j_6phf,Mixed Kebab,2012-02-29,,96.0,"{""/m/02bv9"": ""Dutch Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/064_8sq"": ""French Language"", ""/m/049dc8"": ""Flemish language"", ""/m/02hwyss"": ""Turkish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0154j"": ""Belgium"", ""/m/01znc_"": ""Turkey""}","{""/m/0hn10"": ""LGBT"", ""/m/07s9rl0"": ""Drama""}"
Mohabbatein,3290000.0,13490000.0,USD,815934.0,/m/03dtt3,Mohabbatein,2000-10-27,,216.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdkf"": ""Musical Drama""}"
Mona the Virgin Nymph,7000.0,2000000.0,USD,14630761.0,/m/03gr8yf,Mona the Virgin Nymph,1970,,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01jk9n"": ""Pornographic movie""}"
Moonrise Kingdom,16000000.0,68264022.0,USD,31462588.0,/m/0gkz3nz,Moonrise Kingdom,2012-05-16,64466140.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}"
Moonstruck,15000000.0,122100000.0,USD,129331.0,/m/0yxm1,Moonstruck,1987,156239800.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}"
Mortadelo & Filemon: The Big Adventure,7000000.0,22847347.0,USD,20845534.0,/m/055gzkk,Mortadelo & Filemon: The Big Adventure,2003,,105.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/01z4y"": ""Comedy""}"
Mortel Transfert,8100000.0,2000000.0,USD,28524329.0,/m/0crrbs8,Mortal Transfer,2001,,122.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}"
Moulin Rouge!,50000000.0,179213434.0,USD,142481.0,/m/011yxg,Moulin Rouge!,2001,179213434.0,127.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0ftnl_"": ""Jukebox musical"", ""/m/04xvh5"": ""Costume drama"", ""/m/0jdm8"": ""Remake"", ""/m/04t36"": ""Musical"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"
Mouse Hunt,38000000.0,122417389.0,USD,2245886.0,/m/06yx4x,Mousehunt,1997-12-19,122417389.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}"
Mr. Baseball,40000000.0,20883046.0,USD,314775.0,/m/01tpq_,Mr. Baseball,1992-10-02,20883046.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01z02hx"": ""Sports"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}"
Murder by Decree,5000000.0,1900000.0,USD,431530.0,/m/027r7k,Murder by Decree,1979-02-01,,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/03npn"": ""Horror"", ""/m/0vjs6"": ""Detective"", ""/m/04xvh5"": ""Costume drama"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0j5nm"": ""Whodunit""}"
Mute Witness,2000000.0,1125910.0,USD,15797817.0,/m/03nvnqk,Mute Witness,1994,,96.0,"{""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/06bnz"": ""Russia"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama""}"
My Beautiful Laundrette,797252.5450754323,3018492.5794186187,USD,1428955.0,/m/050t99,My Beautiful Laundrette,1985-09-07,2451545.0,97.0,"{""/m/02hxcvy"": ""Urdu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/02l7c8"": ""Romance Film""}"
My Best Friend's Wedding,38000000.0,299288605.0,USD,277148.0,/m/01pgnr,My Best Friend's Wedding,1997-06-20,299288605.0,105.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06qm3"": ""Screwball comedy"", ""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy""}"
My Best Girl,483103.0,1027757.0,USD,16426208.0,/m/03y0_t7,My Best Girl,1927,,79.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/06ppq"": ""Silent film"", ""/m/01lrrt"": ""Melodrama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"
My Big Fat Greek Wedding,5000000.0,368700000.0,USD,431333.0,/m/027qgy,My Big Fat Greek Wedding,2002-02-22,368744044.0,96.0,"{""/m/0349s"": ""Greek Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0219x_"": ""Indie"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n0k"": ""Domestic Comedy""}"
My Big Fat Independent Movie,3000000.0,12155249.0,USD,6256750.0,/m/0fz5s8,My Big Fat Independent Movie,2005-09-30,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}"
My Brother's Wedding,50000.0,26177.0,USD,30879026.0,/m/07wwcb6,My Brother's Wedding,1983,,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}"
My Dinner with Andre,475000.0,5250000.0,USD,1480754.0,/m/054vrm,My Dinner with Andre,1981-10-11,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0424mc"": ""Experimental film"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}"
My Favorite Wife,921000.0,2057000.0,USD,2920744.0,/m/08cqcr,My Favourite Wife,1940-05-17,2057000.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}"
My Name Is Khan,85800000.0,285200000.0,USD,20927392.0,/m/04q00lw,My Name is Khan,2010-02-11,,128.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rk0"": ""India""}","{""/m/04228s"": ""Road movie"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}"
My Week with Marilyn,10000000.0,35057696.0,USD,29034540.0,/m/0dgst_d,My Week with Marilyn,2011-10-09,71986895.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03bxz7"": ""Biographical film"", ""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}"
My Winnipeg,500000.0,316743.0,USD,17825230.0,/m/047fx_4,My Winnipeg,2007,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0424mc"": ""Experimental film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0k345"": ""Avant-garde"", ""/m/0jtdp"": ""Documentary""}"
Nacho Libre,35000000.0,99255460.0,USD,2439396.0,/m/07d3fs,Nacho Libre,2006-06-16,99255460.0,92.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0556j8"": ""Buddy film"", ""/m/01hwc6"": ""Absurdism"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}"
National Lampoon's Christmas Vacation,25000000.0,71320000.0,USD,1125221.0,/m/048f00,National Lampoon's Christmas Vacation,1989-12-01,71319546.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0bwgnb"": ""Christmas movie"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/09q17"": ""Slapstick""}"
National Lampoon's Vacation,15000000.0,61399552.0,USD,511622.0,/m/02k325,Vacation,1983-07-29,61399552.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}"
Near Dark,5000000.0,3400000.0,USD,1637470.0,/m/02x0h6q,Near Dark,1987,3369307.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0hfjk"": ""Western"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen""}"
